"","Study_site","file","Study_Name","Site_Name","Observational","Latitude__decimal_degrees","Longitude__Decimal_Degrees","Altitude__m","Country","Sample_StartDate_Month","Sample_StartDate_Year","Sample_EndDate_Month","Sample_EndDate_Year","ExtractionMethod","Sampled_Area","Sampled_Area_Unit","Sample_Effort","PH","PH_Collection_Method","Organic_Carbon__percent","Soil_Organic_Matter__percent","C.N_ratio","Sand__percent","Silt__percent","Clay__percent","Soil_Moisture_percent","Water_Holding_Capacity_percent__versus_dry_weight","SoilType","LandUse","HabitatCover","SpeciesRichness","SpeciesRichnessUnit","Habitat_as_described","Site_WetBiomass","Site_WetBiomassUnits","NumberofSpecies","Site_NumberofIndividuals","ph_new"
"75","AgrInnov Gue-179","000_Guernion2014","AgrInnov","Gue-179","Observation",48.926,4.734,205,"France",2,2014,2,2014,"Hand sorting",8000,"cm3",6,8.3,"H20",NA,3.9,NA,18,49.9,28.3,NA,NA,NA,"Production - Arable","Cropland",3,"Number of species","Arable farm Arable crop",NA,NA,3,308.4,8.3
"76","AgrInnov Gue-180","000_Guernion2014","AgrInnov","Gue-180","Observation",48.91,4.51,150,"France",2,2014,2,2014,"Hand sorting",8000,"cm3",6,8.3,"H20",NA,3.9,NA,25.5,43.5,27.1,NA,NA,NA,"Production - Arable","Cropland",2,"Number of species","Arable farm Arable crop",NA,NA,2,16.6,8.3
"77","AgrInnov Gue-181","000_Guernion2014","AgrInnov","Gue-181","Observation",43.841,1.85,159,"France",12,2014,12,2014,"Hand sorting",8000,"cm3",6,6.5,"H20",NA,1.7,NA,34.4,50.9,13,NA,NA,NA,"Production - Crop plantations","Cropland/Other vegetation mosaic",4,"Number of species","Arable farm Vineyards",NA,NA,4,241.7,6.5
"78","AgrInnov Gue-182","000_Guernion2014","AgrInnov","Gue-182","Observation",43.95,1.915,230,"France",3,2014,3,2014,"Hand sorting",8000,"cm3",6,8.5,"H20",NA,1.6,NA,19.4,29.9,49.1,NA,NA,NA,"Production - Crop plantations","Cropland/Other vegetation mosaic",2,"Number of species","Arable farm Vineyards",NA,NA,2,37.5,8.5
"79","AgrInnov Gue-183","000_Guernion2014","AgrInnov","Gue-183","Observation",43.951,1.911,210,"France",3,2014,3,2014,"Hand sorting",8000,"cm3",6,8.5,"H20",NA,2,NA,19.8,31,47.2,NA,NA,NA,"Production - Crop plantations","Cropland/Other vegetation mosaic",2,"Number of species","Arable farm Vineyards",NA,NA,2,62.5,8.5
"80","AgrInnov Gue-184","000_Guernion2014","AgrInnov","Gue-184","Observation",43.869,1.936,197,"France",3,2014,3,2014,"Hand sorting",8000,"cm3",6,7.7,"H20",NA,1,NA,30.7,54.1,14.3,NA,NA,NA,"Production - Crop plantations","Cropland/Other vegetation mosaic",4,"Number of species","Arable farm Vineyards",NA,NA,4,70.9,7.7
"81","AgrInnov Gue-185","000_Guernion2014","AgrInnov","Gue-185","Observation",43.794,1.465,169,"France",4,2014,4,2014,"Hand sorting",8000,"cm3",6,6.9,"H20",NA,1.7,NA,21.4,60.1,16.7,NA,NA,NA,"Production - Crop plantations","Cropland/Other vegetation mosaic",4,"Number of species","Arable farm Vineyards",NA,NA,4,58.4,6.9
"82","AgrInnov Gue-186","000_Guernion2014","AgrInnov","Gue-186","Observation",44.493,1.209,106,"France",3,2014,3,2014,"Hand sorting",8000,"cm3",6,7,"H20",NA,1.6,NA,61.4,24.7,12.3,NA,NA,NA,"Production - Crop plantations","Cropland/Other vegetation mosaic",4,"Number of species","Arable farm Vineyards",NA,NA,4,441.7,7
"83","AgrInnov Gue-187","000_Guernion2014","AgrInnov","Gue-187","Observation",44.496,1.066,123,"France",4,2014,4,2014,"Hand sorting",8000,"cm3",6,6.6,"H20",NA,1.3,NA,30,42.6,26,NA,NA,NA,"Production - Crop plantations","Cropland/Other vegetation mosaic",4,"Number of species","Arable farm Vineyards",NA,NA,4,195.9,6.6
"84","AgrInnov Gue-188","000_Guernion2014","AgrInnov","Gue-188","Observation",43.92,0.227,172,"France",1,2014,1,2014,"Hand sorting",8000,"cm3",6,6.8,"H20",NA,1.9,NA,34.4,41,22.7,NA,NA,NA,"Production - Crop plantations","Cropland/Other vegetation mosaic",3,"Number of species","Arable farm Vineyards",NA,NA,3,162.5,6.8
"85","AgrInnov Gue-189","000_Guernion2014","AgrInnov","Gue-189","Observation",43.533,0.043,160,"France",4,2014,4,2014,"Hand sorting",8000,"cm3",6,7.2,"H20",NA,2,NA,36.7,50.2,11.2,NA,NA,NA,"Production - Crop plantations","Cropland/Other vegetation mosaic",8,"Number of species","Arable farm Vineyards",NA,NA,8,295.8,7.2
"86","AgrInnov Gue-190","000_Guernion2014","AgrInnov","Gue-190","Observation",43.533,0.181,186,"France",3,2014,3,2014,"Hand sorting",8000,"cm3",6,8.4,"H20",NA,2.6,NA,10.2,40,47.1,NA,NA,NA,"Production - Crop plantations","Cropland/Other vegetation mosaic",2,"Number of species","Arable farm Vineyards",NA,NA,2,33.4,8.4
"87","AgrInnov Gue-191","000_Guernion2014","AgrInnov","Gue-191","Observation",43.94,0.446,203,"France",3,2013,3,2013,"Hand sorting",8000,"cm3",6,8.1,"H20",NA,3.6,NA,24.8,35.2,36.4,NA,NA,NA,"Production - Crop plantations","Cropland/Other vegetation mosaic",6,"Number of species","Arable farm Vineyards",NA,NA,6,620.9,8.1
"88","AgrInnov Gue-192","000_Guernion2014","AgrInnov","Gue-192","Observation",45.842,0.474,141,"France",12,2013,12,2013,"Hand sorting",8000,"cm3",6,7,"H20",NA,3.6,NA,79.2,10.4,6.7,NA,NA,NA,"Production - Crop plantations","Cropland/Other vegetation mosaic",1,"Number of species","Arable farm Vineyards",NA,NA,1,66.7,7
"89","AgrInnov Gue-194","000_Guernion2014","AgrInnov","Gue-194","Observation",45.104,-0.445,31,"France",1,2014,1,2014,"Hand sorting",8000,"cm3",6,6.9,"H20",NA,2.2,NA,69.6,17.1,11.2,NA,NA,NA,"Production - Crop plantations","Cropland/Other vegetation mosaic",1,"Number of species","Arable farm Vineyards",NA,NA,1,20.8,6.9
"90","AgrInnov Gue-195","000_Guernion2014","AgrInnov","Gue-195","Observation",44.316,-0.193,94,"France",12,2013,12,2013,"Hand sorting",8000,"cm3",6,6.7,"H20",NA,2,NA,75.1,16.6,6.4,NA,NA,NA,"Production - Crop plantations","Cropland/Other vegetation mosaic",1,"Number of species","Arable farm Vineyards",NA,NA,1,58.3,6.7
"91","AgrInnov Gue-196","000_Guernion2014","AgrInnov","Gue-196","Observation",45.191,-0.755,23,"France",1,2014,1,2014,"Hand sorting",8000,"cm3",6,6.9,"H20",NA,1.6,NA,79.1,11.7,7.6,NA,NA,NA,"Production - Crop plantations","Cropland/Other vegetation mosaic",1,"Number of species","Arable farm Vineyards",NA,NA,1,12.5,6.9
"92","AgrInnov Gue-198","000_Guernion2014","AgrInnov","Gue-198","Observation",44.575,0.231,97,"France",1,2014,1,2014,"Hand sorting",8000,"cm3",6,7.9,"H20",NA,2.1,NA,51.3,23.2,23.4,NA,NA,NA,"Production - Crop plantations","Cropland/Other vegetation mosaic",6,"Number of species","Arable farm Vineyards",NA,NA,6,716.8,7.9
"93","BIOindicateursII Gue-225","000_Guernion2014","BIOindicateursII","Gue-225","Observation",48.507,5.213,350,"France",4,2011,4,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,7.9,"H20",NA,6.1,NA,14.8,42.1,37,NA,NA,NA,"Production - Arable","Cropland",4,"Number of species","Arable farm Arable crop",NA,NA,4,120.1,7.9
"94","BIOindicateursII Gue-226","000_Guernion2014","BIOindicateursII","Gue-226","Observation",48.533,5.304,369,"France",4,2011,4,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,5,"H20",NA,7.9,NA,30.8,39.3,21.9,NA,NA,NA,"Pasture","Herbaceous",6,"Number of species","Arable farm Grassland",NA,NA,6,73.3,5
"95","BIOindicateursII Gue-227","000_Guernion2014","BIOindicateursII","Gue-227","Observation",48.509,5.212,349,"France",4,2011,4,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,7.2,"H20",NA,17.8,NA,11.2,31.2,39.8,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",9,"Number of species","Nature Forest",NA,NA,9,82.6,7.2
"96","BIOindicateursII Gue-228","000_Guernion2014","BIOindicateursII","Gue-228","Observation",45.387,3.359,407,"France",3,2010,3,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,5.7,"H20",NA,13,NA,49.3,24.5,13.3,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",7,"Number of species","Nature Woodland",NA,NA,7,31.5,5.7
"97","BIOindicateursII Gue-229","000_Guernion2014","BIOindicateursII","Gue-229","Observation",45.387,3.359,407,"France",3,2010,3,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,5.5,"H20",NA,20.1,NA,27.2,34.4,18.4,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",4,"Number of species","Nature Woodland",NA,NA,4,12.3,5.5
"98","BIOindicateursII Gue-230","000_Guernion2014","BIOindicateursII","Gue-230","Observation",45.389,3.356,408,"France",3,2010,3,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,6.2,"H20",NA,11.8,NA,50.3,25.9,11.9,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",6,"Number of species","Nature Woodland",NA,NA,6,103.6,6.2
"99","BIOindicateursII Gue-231","000_Guernion2014","BIOindicateursII","Gue-231","Observation",45.387,3.359,408,"France",3,2010,3,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,5.8,"H20",NA,10.2,NA,65.1,15.5,9.2,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",4,"Number of species","Nature Woodland",NA,NA,4,4.9,5.8
"100","BIOindicateursII Gue-232","000_Guernion2014","BIOindicateursII","Gue-232","Observation",45.387,3.359,408,"France",3,2010,3,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,5.2,"H20",NA,12.7,NA,64,15.2,8.1,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",5,"Number of species","Nature Woodland",NA,NA,5,27.8,5.2
"101","BIOindicateursII Gue-233","000_Guernion2014","BIOindicateursII","Gue-233","Observation",45.387,3.366,461,"France",3,2010,3,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,5.1,"H20",NA,7.7,NA,58.1,20.6,13.6,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",5,"Number of species","Nature Woodland",NA,NA,5,38.6,5.1
"102","BIOindicateursII Gue-234","000_Guernion2014","BIOindicateursII","Gue-234","Observation",45.388,3.356,408,"France",3,2010,3,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,6.2,"H20",NA,6.6,NA,67.7,17.1,8.6,NA,NA,NA,"Pasture","Herbaceous",7,"Number of species","Arable farm Grassland",NA,NA,7,271.9,6.2
"103","BIOindicateursII Gue-235","000_Guernion2014","BIOindicateursII","Gue-235","Observation",49.948,4.809,489,"France",4,2010,4,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,4,"H20",NA,25.6,NA,8.3,46.7,19.5,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",2,"Number of species","Nature Forest",NA,NA,2,18.3,4
"104","BIOindicateursII Gue-236","000_Guernion2014","BIOindicateursII","Gue-236","Observation",48.609,7.134,428,"France",4,2010,4,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,4.1,"H20",NA,3.8,NA,85,7,4.3,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",1,"Number of species","Nature Forest",NA,NA,1,2.5,4.1
"105","BIOindicateursII Gue-237","000_Guernion2014","BIOindicateursII","Gue-237","Observation",45.755,2.966,973,"France",4,2010,4,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,4.9,"H20",NA,46.2,NA,17.9,22.1,13.8,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",2,"Number of species","Nature Forest",NA,NA,2,109.6,4.9
"106","BIOindicateursII Gue-239","000_Guernion2014","BIOindicateursII","Gue-239","Observation",48.896,1.974,176,"France",3,2009,3,2009,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,7.8,"H20",NA,4.4,NA,6.7,73.6,15.4,NA,NA,NA,"Production - Arable","Cropland",3,"Number of species","Arable farm Arable crop",NA,NA,3,87.3,7.8
"107","BIOindicateursII Gue-240","000_Guernion2014","BIOindicateursII","Gue-240","Observation",48.896,1.974,176,"France",3,2009,3,2009,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,7,"H20",NA,4.5,NA,6.8,74.3,14.4,NA,NA,NA,"Production - Arable","Cropland",3,"Number of species","Arable farm Arable crop",NA,NA,3,150.6,7
"108","BIOindicateursII Gue-241","000_Guernion2014","BIOindicateursII","Gue-241","Observation",48.896,1.974,176,"France",3,2009,3,2009,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,7.4,"H20",NA,4.2,NA,6.4,74.4,15.1,NA,NA,NA,"Production - Arable","Cropland",3,"Number of species","Arable farm Arable crop",NA,NA,3,317.8,7.4
"109","BIOindicateursII Gue-242","000_Guernion2014","BIOindicateursII","Gue-242","Observation",48.896,1.974,176,"France",3,2009,3,2009,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,7.6,"H20",NA,3.7,NA,6.7,74.8,14.8,NA,NA,NA,"Production - Arable","Cropland",3,"Number of species","Arable farm Arable crop",NA,NA,3,178.3,7.6
"110","BIOindicateursII Gue-243","000_Guernion2014","BIOindicateursII","Gue-243","Observation",48.896,1.974,176,"France",3,2009,3,2009,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,6.9,"H20",NA,3.1,NA,6.4,75.3,15.2,NA,NA,NA,"Production - Arable","Cropland",3,"Number of species","Arable farm Arable crop",NA,NA,3,58.1,6.9
"111","BIOindicateursII Gue-246","000_Guernion2014","BIOindicateursII","Gue-246","Observation",44.979,4.924,189,"France",3,2010,3,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,7.2,"H20",NA,3.7,NA,51.6,25.2,19.5,NA,NA,NA,"Production - Crop plantations","Cropland/Other vegetation mosaic",6,"Number of species","Arable farm Orchads",NA,NA,6,51.5,7.2
"112","BIOindicateursII Gue-247","000_Guernion2014","BIOindicateursII","Gue-247","Observation",44.979,4.924,189,"France",3,2010,3,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,7.1,"H20",NA,3.2,NA,53.2,28.3,15.2,NA,NA,NA,"Production - Crop plantations","Cropland/Other vegetation mosaic",5,"Number of species","Arable farm Orchads",NA,NA,5,63.1,7.1
"113","BIOindicateursII Gue-248","000_Guernion2014","BIOindicateursII","Gue-248","Observation",44.979,4.925,188,"France",3,2010,3,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,7.4,"H20",NA,4.3,NA,50.4,27.5,17.9,NA,NA,NA,"Production - Crop plantations","Cropland/Other vegetation mosaic",7,"Number of species","Arable farm Orchads",NA,NA,7,108.6,7.4
"114","BIOindicateursII Gue-249","000_Guernion2014","BIOindicateursII","Gue-249","Observation",44.979,4.927,190,"France",3,2010,3,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,7.2,"H20",NA,4,NA,50.3,28,17.7,NA,NA,NA,"Production - Crop plantations","Cropland/Other vegetation mosaic",7,"Number of species","Arable farm Orchads",NA,NA,7,182.5,7.2
"115","BIOindicateursII Gue-250","000_Guernion2014","BIOindicateursII","Gue-250","Observation",44.979,4.928,190,"France",3,2010,3,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,6.9,"H20",NA,4,NA,52.2,28.3,15.5,NA,NA,NA,"Production - Crop plantations","Cropland/Other vegetation mosaic",7,"Number of species","Arable farm Orchads",NA,NA,7,149.1,6.9
"116","BIOindicateursII Gue-251","000_Guernion2014","BIOindicateursII","Gue-251","Observation",44.979,4.928,190,"France",3,2010,3,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,7.3,"H20",NA,4.3,NA,51.6,28.4,15.7,NA,NA,NA,"Production - Crop plantations","Cropland/Other vegetation mosaic",7,"Number of species","Arable farm Orchads",NA,NA,7,186.9,7.3
"117","BIOindicateursII Gue-252","000_Guernion2014","BIOindicateursII","Gue-252","Observation",50.446,3.048,27,"France",3,2009,3,2009,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,7.9,"H20",NA,5.1,NA,43.3,34.5,17.1,NA,NA,NA,"Production - Arable","Cropland",2,"Number of species","Arable farm Arable crop",NA,NA,2,268.8,7.9
"118","BIOindicateursII Gue-253","000_Guernion2014","BIOindicateursII","Gue-253","Observation",50.446,3.048,27,"France",3,2009,3,2009,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,6.5,"H20",NA,9.1,NA,46.5,26,18.4,NA,NA,NA,"Secondary vegetation","Broadleaf deciduous forest",3,"Number of species","Arable farm Woodland",NA,NA,3,69.8,6.5
"119","BIOindicateursII Gue-254","000_Guernion2014","BIOindicateursII","Gue-254","Observation",50.446,3.048,27,"France",3,2009,3,2009,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,8.2,"H20",NA,7.8,NA,19.5,43.4,29.2,NA,NA,NA,"Production - Arable","Cropland",3,"Number of species","Arable farm Arable crop",NA,NA,3,7.6,8.2
"120","BIOindicateursII Gue-255","000_Guernion2014","BIOindicateursII","Gue-255","Observation",50.446,3.048,27,"France",4,2009,4,2009,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,8.2,"H20",NA,7.9,NA,8.8,56.2,27.2,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",2,"Number of species","Nature Woodland",NA,NA,2,84.5,8.2
"121","BIOindicateursII Gue-256","000_Guernion2014","BIOindicateursII","Gue-256","Observation",50.446,3.048,27,"France",4,2009,4,2009,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,8,"H20",NA,14.3,NA,8.8,51.4,25.5,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",4,"Number of species","Nature Woodland",NA,NA,4,50.9,8
"122","BIOindicateursII Gue-257","000_Guernion2014","BIOindicateursII","Gue-257","Observation",50.446,3.048,27,"France",3,2009,3,2009,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,6.9,"H20",NA,4.4,NA,27.7,50.6,17.3,NA,NA,NA,"Production - Arable","Cropland",7,"Number of species","Arable farm Arable crop",NA,NA,7,120.7,6.9
"123","BIOindicateursII Gue-258","000_Guernion2014","BIOindicateursII","Gue-258","Observation",50.446,3.048,27,"France",3,2009,3,2009,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,6.6,"H20",NA,6,NA,29.4,49.2,15.3,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",6,"Number of species","Nature Woodland",NA,NA,6,132.4,6.6
"124","BIOindicateursII Gue-262","000_Guernion2014","BIOindicateursII","Gue-262","Observation",45.82,5.034,181,"France",3,2010,3,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,8.2,"H20",NA,3.9,NA,61.5,21.5,13,NA,NA,NA,"Production - Arable","Cropland",7,"Number of species","Arable farm Arable crop",NA,NA,7,142.7,8.2
"125","BIOindicateursII Gue-263","000_Guernion2014","BIOindicateursII","Gue-263","Observation",45.82,5.034,181,"France",3,2010,3,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,8.3,"H20",NA,4,NA,64.1,20.5,11.4,NA,NA,NA,"Production - Arable","Cropland",8,"Number of species","Arable farm Arable crop",NA,NA,8,131.3,8.3
"126","BIOindicateursII Gue-264","000_Guernion2014","BIOindicateursII","Gue-264","Observation",45.82,5.034,181,"France",3,2010,3,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,8.2,"H20",NA,4,NA,61,21.9,13.1,NA,NA,NA,"Production - Arable","Cropland",7,"Number of species","Arable farm Arable crop",NA,NA,7,125,8.2
"127","BIOindicateursII Gue-265","000_Guernion2014","BIOindicateursII","Gue-265","Observation",45.82,5.034,181,"France",3,2010,3,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,8.1,"H20",NA,4.7,NA,60.1,21.7,13.5,NA,NA,NA,"Production - Arable","Cropland",7,"Number of species","Arable farm Arable crop",NA,NA,7,153.3,8.1
"128","BIOindicateursII Gue-266","000_Guernion2014","BIOindicateursII","Gue-266","Observation",49.607,0.716,132,"France",3,2010,3,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,6.4,"H20",NA,3.2,NA,19,65,12.9,NA,NA,NA,"Production - Arable","Cropland",3,"Number of species","Arable farm Arable crop",NA,NA,3,21.8,6.4
"129","BIOindicateursII Gue-267","000_Guernion2014","BIOindicateursII","Gue-267","Observation",49.611,0.736,134,"France",3,2010,3,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,5.5,"H20",NA,7.7,NA,18.8,58.5,15.1,NA,NA,NA,"Pasture","Herbaceous",8,"Number of species","Arable farm Grassland",NA,NA,8,229.7,5.5
"130","BIOindicateursII Gue-268","000_Guernion2014","BIOindicateursII","Gue-268","Observation",49.612,0.74,134,"France",3,2010,3,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,5.6,"H20",NA,3.3,NA,18.8,64.3,13.6,NA,NA,NA,"Production - Arable","Cropland",8,"Number of species","Arable farm Arable crop",NA,NA,8,261.3,5.6
"131","BIOindicateursII Gue-269","000_Guernion2014","BIOindicateursII","Gue-269","Observation",49.611,0.741,133,"France",3,2010,3,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,6,"H20",NA,4.3,NA,20.1,63.6,12,NA,NA,NA,"Production - Arable","Cropland",6,"Number of species","Arable farm Arable crop",NA,NA,6,57.5,6
"132","BIOindicateursII Gue-270","000_Guernion2014","BIOindicateursII","Gue-270","Observation",49.611,0.742,134,"France",3,2010,3,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,6.3,"H20",NA,4.1,NA,19.4,62.9,13.5,NA,NA,NA,"Production - Arable","Cropland",5,"Number of species","Arable farm Arable crop",NA,NA,5,60.3,6.3
"133","BIOindicateursII Gue-271","000_Guernion2014","BIOindicateursII","Gue-271","Observation",49.61,0.742,132,"France",3,2010,3,2010,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",1,"m2",4,5.5,"H20",NA,5.5,NA,19.1,61.5,13.9,NA,NA,NA,"Pasture","Herbaceous",7,"Number of species","Arable farm Grassland",NA,NA,7,329,5.5
"134","France-Bouché Bou-1000","000_Guernion2014","France-Bouché","Bou-1000","Observation",46.548,2.355,257,"France",11,1968,11,1968,"Hand sorting",300000,"cm3",1,5.2,"H20",NA,2.9,NA,29.1,34,34,NA,NA,NA,"Pasture","Herbaceous",4,"Number of species","Agricultural areas Meadow",NA,NA,5,NA,5.2
"135","France-Bouché Bou-1001","000_Guernion2014","France-Bouché","Bou-1001","Observation",46.71,2.238,197,"France",11,1968,11,1968,"Hand sorting",300000,"cm3",1,5.9,"H20",NA,3.3,NA,4.8,48.3,43.5,NA,NA,NA,"Unknown","Unknown/Other",7,"Number of species","Forest and seminatural areas Waste land",NA,NA,8,NA,5.9
"136","France-Bouché Bou-1002","000_Guernion2014","France-Bouché","Bou-1002","Observation",46.962,2.247,144,"France",11,1968,11,1968,"Hand sorting",300000,"cm3",1,6.8,"H20",NA,1.6,NA,88.6,4.9,4.9,NA,NA,NA,"Pasture","Herbaceous",6,"Number of species","Agricultural areas Meadow",NA,NA,7,NA,6.8
"137","France-Bouché Bou-1004","000_Guernion2014","France-Bouché","Bou-1004","Observation",46.881,1.968,157,"France",11,1968,11,1968,"Hand sorting",300000,"cm3",1,7.1,"H20",NA,4.6,NA,28.6,33.4,33.4,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",7,"Number of species","Forest and seminatural areas Wood",NA,NA,8,NA,7.1
"138","France-Bouché Bou-1005","000_Guernion2014","France-Bouché","Bou-1005","Observation",46.602,2.004,246,"France",11,1968,11,1968,"Hand sorting",300000,"cm3",1,7.4,"H20",NA,3.3,NA,87,4.8,4.8,NA,NA,NA,"Pasture","Herbaceous",7,"Number of species","Agricultural areas Meadow",NA,NA,8,NA,7.4
