"Study_site","file.x","Study_ID","Site_Name.x","SpeciesBinomial","MorphospeciesID","Genus","Family","LifeStage","Native.Nonnative","Functional_Type","Abundance","Abundance_Unit","WetBiomass","WetBiomassUnits","file.y","Study_Name","Site_Name.y","Observational","Latitude__decimal_degrees","Longitude__Decimal_Degrees","Altitude__m","Country","Sample_StartDate_Month","Sample_StartDate_Year","Sample_EndDate_Month","Sample_EndDate_Year","ExtractionMethod","Sampled_Area","Sampled_Area_Unit","Sample_Effort","PH","PH_Collection_Method","Organic_Carbon__percent","Soil_Organic_Matter__percent","C.N_ratio","Sand__percent","Silt__percent","Clay__percent","Soil_Moisture_percent","Water_Holding_Capacity_percent__versus_dry_weight","SoilType","LandUse","HabitatCover","SpeciesRichness","SpeciesRichnessUnit","Habitat_as_described","Site_WetBiomass","Site_WetBiomassUnits","NumberofSpecies","Site_NumberofIndividuals"
"Kernecker1 1_AG_RIP_1","46_Kernecker2015","Kernecker1","1_AG_RIP_1","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_1","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.41,"H20",NA,NA,NA,NA,NA,NA,36.3,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,11,17
"Kernecker1 1_AG_RIP_1","46_Kernecker2015","Kernecker1","1_AG_RIP_1","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_1","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,7,"H20",NA,NA,NA,NA,NA,NA,33.6,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,11,17
"Kernecker1 1_AG_RIP_1","46_Kernecker2015","Kernecker1","1_AG_RIP_1","Octolasion tyrtaeum",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_1","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6,"H20",NA,NA,NA,NA,NA,NA,29.9,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,11,17
"Kernecker1 1_AG_RIP_1","46_Kernecker2015","Kernecker1","1_AG_RIP_1","Octolasion tyrtaeum",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_1","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.41,"H20",NA,NA,NA,NA,NA,NA,36.3,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,11,17
"Kernecker1 1_AG_RIP_1","46_Kernecker2015","Kernecker1","1_AG_RIP_1","Octolasion tyrtaeum",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_1","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,7,"H20",NA,NA,NA,NA,NA,NA,33.6,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,11,17
"Kernecker1 1_AG_RIP_1","46_Kernecker2015","Kernecker1","1_AG_RIP_1","Aporrectodea rosea",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_1","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6,"H20",NA,NA,NA,NA,NA,NA,29.9,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,11,17
"Kernecker1 1_AG_RIP_1","46_Kernecker2015","Kernecker1","1_AG_RIP_1","Aporrectodea rosea",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_1","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.41,"H20",NA,NA,NA,NA,NA,NA,36.3,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,11,17
"Kernecker1 1_AG_RIP_1","46_Kernecker2015","Kernecker1","1_AG_RIP_1","Aporrectodea rosea",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_1","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,7,"H20",NA,NA,NA,NA,NA,NA,33.6,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,11,17
"Kernecker1 1_AG_RIP_1","46_Kernecker2015","Kernecker1","1_AG_RIP_1","Lumbricus castaneus",NA,NA,NA,"Adult","Non-native","Epigeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_1","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6,"H20",NA,NA,NA,NA,NA,NA,29.9,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,11,17
"Kernecker1 1_AG_RIP_1","46_Kernecker2015","Kernecker1","1_AG_RIP_1","Lumbricus castaneus",NA,NA,NA,"Adult","Non-native","Epigeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_1","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.41,"H20",NA,NA,NA,NA,NA,NA,36.3,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,11,17
"Kernecker1 1_AG_RIP_1","46_Kernecker2015","Kernecker1","1_AG_RIP_1","Lumbricus castaneus",NA,NA,NA,"Adult","Non-native","Epigeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_1","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,7,"H20",NA,NA,NA,NA,NA,NA,33.6,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,11,17
"Kernecker1 1_AG_RIP_1","46_Kernecker2015","Kernecker1","1_AG_RIP_1","Lumbricus terrestris",NA,NA,NA,"Adult","Non-native","Anecic",2,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_1","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6,"H20",NA,NA,NA,NA,NA,NA,29.9,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,11,17
"Kernecker1 1_AG_RIP_1","46_Kernecker2015","Kernecker1","1_AG_RIP_1","Lumbricus terrestris",NA,NA,NA,"Adult","Non-native","Anecic",2,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_1","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.41,"H20",NA,NA,NA,NA,NA,NA,36.3,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,11,17
"Kernecker1 1_AG_RIP_1","46_Kernecker2015","Kernecker1","1_AG_RIP_1","Lumbricus terrestris",NA,NA,NA,"Adult","Non-native","Anecic",2,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_1","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,7,"H20",NA,NA,NA,NA,NA,NA,33.6,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,11,17
"Kernecker1 1_AG_RIP_1","46_Kernecker2015","Kernecker1","1_AG_RIP_1","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",2,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_1","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6,"H20",NA,NA,NA,NA,NA,NA,29.9,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,11,17
"Kernecker1 1_AG_RIP_1","46_Kernecker2015","Kernecker1","1_AG_RIP_1","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",2,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_1","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.41,"H20",NA,NA,NA,NA,NA,NA,36.3,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,11,17
"Kernecker1 1_AG_RIP_1","46_Kernecker2015","Kernecker1","1_AG_RIP_1","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",2,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_1","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,7,"H20",NA,NA,NA,NA,NA,NA,33.6,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,11,17
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.7,"H20",NA,NA,NA,NA,NA,NA,35.2,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.36,"H20",NA,NA,NA,NA,NA,NA,35.1,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.68,"H20",NA,NA,NA,NA,NA,NA,29.7,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,7,"H20",NA,NA,NA,NA,NA,NA,27.7,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Aporrectodea tuberculata",NA,NA,NA,"Adult","Non-native","Endogeic",2,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.7,"H20",NA,NA,NA,NA,NA,NA,35.2,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Aporrectodea tuberculata",NA,NA,NA,"Adult","Non-native","Endogeic",2,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.36,"H20",NA,NA,NA,NA,NA,NA,35.1,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Aporrectodea tuberculata",NA,NA,NA,"Adult","Non-native","Endogeic",2,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.68,"H20",NA,NA,NA,NA,NA,NA,29.7,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Aporrectodea tuberculata",NA,NA,NA,"Adult","Non-native","Endogeic",2,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,7,"H20",NA,NA,NA,NA,NA,NA,27.7,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",2,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.7,"H20",NA,NA,NA,NA,NA,NA,35.2,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",2,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.36,"H20",NA,NA,NA,NA,NA,NA,35.1,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",2,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.68,"H20",NA,NA,NA,NA,NA,NA,29.7,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",2,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,7,"H20",NA,NA,NA,NA,NA,NA,27.7,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Octolasion tyrtaeum",NA,NA,NA,"Adult","Non-native","Endogeic",3,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.7,"H20",NA,NA,NA,NA,NA,NA,35.2,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Octolasion tyrtaeum",NA,NA,NA,"Adult","Non-native","Endogeic",3,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.36,"H20",NA,NA,NA,NA,NA,NA,35.1,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Octolasion tyrtaeum",NA,NA,NA,"Adult","Non-native","Endogeic",3,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.68,"H20",NA,NA,NA,NA,NA,NA,29.7,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Octolasion tyrtaeum",NA,NA,NA,"Adult","Non-native","Endogeic",3,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,7,"H20",NA,NA,NA,NA,NA,NA,27.7,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Aporrectodea rosea",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.7,"H20",NA,NA,NA,NA,NA,NA,35.2,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Aporrectodea rosea",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.36,"H20",NA,NA,NA,NA,NA,NA,35.1,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Aporrectodea rosea",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.68,"H20",NA,NA,NA,NA,NA,NA,29.7,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Aporrectodea rosea",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,7,"H20",NA,NA,NA,NA,NA,NA,27.7,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Octolasion tyrtaeum",NA,NA,NA,"Adult","Non-native","Endogeic",3,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.7,"H20",NA,NA,NA,NA,NA,NA,35.2,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Octolasion tyrtaeum",NA,NA,NA,"Adult","Non-native","Endogeic",3,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.36,"H20",NA,NA,NA,NA,NA,NA,35.1,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Octolasion tyrtaeum",NA,NA,NA,"Adult","Non-native","Endogeic",3,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.68,"H20",NA,NA,NA,NA,NA,NA,29.7,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Octolasion tyrtaeum",NA,NA,NA,"Adult","Non-native","Endogeic",3,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,7,"H20",NA,NA,NA,NA,NA,NA,27.7,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_3","46_Kernecker2015","Kernecker1","1_AG_RIP_3","Octolasion tyrtaeum",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_3","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.04,"H20",NA,NA,NA,NA,NA,NA,35.2,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,4,4
"Kernecker1 1_AG_RIP_3","46_Kernecker2015","Kernecker1","1_AG_RIP_3","Octolasion tyrtaeum",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_3","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,7.15,"H20",NA,NA,NA,NA,NA,NA,59.1,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,4,4
"Kernecker1 1_AG_RIP_3","46_Kernecker2015","Kernecker1","1_AG_RIP_3","Octolasion tyrtaeum",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_3","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.64,"H20",NA,NA,NA,NA,NA,NA,25.5,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,4,4
"Kernecker1 1_AG_RIP_3","46_Kernecker2015","Kernecker1","1_AG_RIP_3","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_3","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.04,"H20",NA,NA,NA,NA,NA,NA,35.2,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,4,4
"Kernecker1 1_AG_RIP_3","46_Kernecker2015","Kernecker1","1_AG_RIP_3","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_3","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,7.15,"H20",NA,NA,NA,NA,NA,NA,59.1,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,4,4
"Kernecker1 1_AG_RIP_3","46_Kernecker2015","Kernecker1","1_AG_RIP_3","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_3","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.64,"H20",NA,NA,NA,NA,NA,NA,25.5,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,4,4
"Kernecker1 1_AG_RIP_3","46_Kernecker2015","Kernecker1","1_AG_RIP_3","Lumbricus rubellus",NA,NA,NA,"Adult","Non-native","Epigeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_3","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.04,"H20",NA,NA,NA,NA,NA,NA,35.2,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,4,4
"Kernecker1 1_AG_RIP_3","46_Kernecker2015","Kernecker1","1_AG_RIP_3","Lumbricus rubellus",NA,NA,NA,"Adult","Non-native","Epigeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","1_AG_RIP_3","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,7.15,"H20",NA,NA,NA,NA,NA,NA,59.1,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,4,4
